created_at,LT,LB,KT,KM,garasi,carport,lokasi,sertifikat,listrik,hadap,harga,URL,deskripsi
03-12-2021,95,140,3,2,,1,Mantrijeron,SHM,1300,Barat,1200000000,https://www.rumah123.com/properti/yogyakarta/hos9277061/,"Rumah Mewah
Bangunan Baru, Lokasi : Kodya
Suryodingratan Mantrijeron
"
03-12-2021,125,140,4,3,1,1,Maguwoharjo,SHM,,,1500000000,https://www.rumah123.com/properti/yogyakarta/hos9275597/,"Rumah BARU 2 Lantai PROGRESS FINISHING Tepi Aspal dekat Kampus UNRIYO, Akses Hunian :
Dekat kampus UNRIYO, Sanata Dharma, Instiper
Dekat Sekolah Budi Mulia
Dekat RS UAD
Dekat stadion Maguwoharjo
Dekat Jogjabay
Dekat SPBU"
03-12-2021,104,50,2,1,1,1,Kaliurang,SHM,,,675000000,https://www.rumah123.com/properti/yogyakarta/hos9274949/,"DI JUAL RUMAH CANTIK DAN MURAH
LOKASI JALAN Kaliurang KM 10 TIMUR PASAR GENTAN
Lokasi strategis dekat kampus UGM dan UII"
03-12-2021,452,340,5,3,,,Wirobrajan,SHM,,,3900000000,https://www.rumah123.com/properti/yogyakarta/hos9273644/,"Rumah tinggal dengan desain minimalis tetapi memiliki kesan mewah didalamnya, Untuk anda yang sedang mencari rumah tinggal untuk keluarga besar ditengah kota rumah ini dapat menjadi salah satu pilihan, lokasi cukup strategis dan kondusif untuk ditinggali kelurga, anak-anak."
03-12-2021,106,125,4,3,1,1,Umbulharjo,SHM,2200,,1250000000,https://www.rumah123.com/properti/yogyakarta/hos9272822/,"RUMAH BARU SIAP HUNI DI JANTUNG KOTA YOGYAKARTA.
Didukung type besar harga setara dengan kualitas, lingkungan nyaman aman bebas banjir. Akses jalan lebar dan mudah, mobil bisa masuk bisa papasan. Kondisi air bersih. Ke pusat kota Yogyakarta hanya sekitar 10 menitan saja, anda bisa temui Malioboro, Titik 0km, Alun-alun dan berbagai pusat perbelanjaan serta makanan."
03-12-2021,80,80,5,2,,,Gondokusuman,SHM,2200,,1000000000,https://www.rumah123.com/properti/yogyakarta/hos9272358/,"Spesifikasi:
Luas Tanah : 80m2
Luas Bangunan : 80m2 (lebar depan 11,5 x dalam 6,5)"
02-12-2021,114,148,4,3,1,1,Wirobrajan,SHM,,Timur,1500000000,https://www.rumah123.com/properti/yogyakarta/hos9271160/,"Dijual Rumah Mewah Dalam Perumahan Pinggir Jalan Raya Utama di Wirobrajan, tengah kota Jogja, Strategis untuk dijadikan hunian pribadi atau dijadikan investasi"
02-12-2021,418,540,13,8,,,Umbulharjo,SHM,,,5500000000,https://www.rumah123.com/properti/yogyakarta/hos9271161/,"Di Jual Rumah Mewah Besar di Jalan Protokol Pusat Kota Yogyakarta, dkt jl Kusumanegara, Cocok buat usaha perhotelan, perkantoran , minimarket , kost eksklusif, rumah tinggal
"
02-12-2021,105,130,4,4,1,1,Umbulharjo,SHM,,Timur,1600000000,https://www.rumah123.com/properti/yogyakarta/hos9271129/,"TINGGAL 1 UNIT TERAKHIR !!!

RUMAH MEWAH SIAP HUNI
DALAM CLUSTER NYAMAN, AREA TERDEKAT:
XT Square, Kampus UAD, Pasar Giwangan
Terminal Giwangan, Pasar Kota Gede
RS Wirosaban, RS Hidayatullah
Dekat Area2 Kuliner & Fasum2"
02-12-2021,106,125,4,3,1,1,Umbulharjo,SHM,2200,,1720000000,https://www.rumah123.com/properti/yogyakarta/hos9225547/,"Rumah Mewah 2 Lantai Hanya 5 Menit dari XT Square, Rumah mewah di area dalam kota. Didukung type besar harga setara dengan kualitas, lingkungan nyaman aman bebas banjir. Akses jalan lebar dan mudah, mobil bisa masuk bisa papasan. Kondisi air bersih. Skema pembayaran bisa cash dan KPR. Untuk KPR syarat mudah proses cepat anti ribet. Kami bantu prosesnya sampai selesai. Segera jadwalkan survey dan miliki unitnya sekarang juga !!"
02-12-2021,93,70,3,2,1,1,Umbulharjo,SHM,2200,,950000000,https://www.rumah123.com/properti/yogyakarta/hos9261957/,"Promo Akhir Tahun Rumah Siap Huni Dijual Murah,Rumah 2 lantai siap huni paling cantik harga murah di pusat kota Yogyakarta. Akses mudah mobil bisa masuk. Lingkungan aman, nyaman, bebas banjir. Skema pembayaran cash dan cash bertahap. Miliki sekarang juga karena unit terbatas."
02-12-2021,138,140,4,4,1,1,Umbulharjo,SHM,2200,,3000000000,https://www.rumah123.com/properti/yogyakarta/hos9262497/,"2 Unit Terakhir, Rumah Tepi Jalan Utama Jogja Siap Huni, Rumah Mewah super strategis di pusat kota Jogja, dekat dengan berbagai fasilitas publik yang akan memudahkan aktivitas anda. Di dukung jalan yang lebar serta security 24 jam yang akan membuat anda aman dan nyaman. Tanah dan bangunan cukup luas untuk keluarga bahagia anda. Tunggu apalagi, miliki sekarang juga!!"
02-12-2021,300,120,4,1,1,1,Maguwoharjo,SHM,,,900000000,https://www.rumah123.com/properti/yogyakarta/hos9269967/,"Dijual Rumah Strategis Dekat lotte mart maguwoharjo jl tajem, Lokasi Terdekat :
√ RS Condong Catur, RS JIH
√ Kampus Amikom, UII dan UPN
√ LOTTEMART
√ JL TAJEM
√ BANDARA LAMA"
02-12-2021,130,140,3,2,1,1,Wirobrajan,SHM,2200,Utara,1650000000,https://www.rumah123.com/properti/yogyakarta/hos9269675/,"Dijual rumah baru 2 Lantai
Lokasi di tengah kota Yogyakarta, Wirobrajan, Lokasi strategis, dekat dengan :
Jalan HOS Cokroaminoto
SMU Negeri 1
AMC, RS PKU Muhammadiyah
7 Menit ke malioboro, keraton, stasiun tugu"
02-12-2021,62,70,3,2,,1,Umbulharjo,SHM,1300,,1250000000,https://www.rumah123.com/properti/yogyakarta/hos9269593/,"Akses ke Fasilitas-fasilitas umum Kota Jogja sangat dekat.
Letaknya di jantung kota, rumah di jual murah 2 lantai siap huni ini siap di pinang."
02-12-2021,128,112,4,2,1,1,Kraton,SHM,2200,Utara,1900000000,https://www.rumah123.com/properti/yogyakarta/hos9269157/,"Dijual Rumah 2 Lantai kokoh siap huni Full Furnish
Lokasi di tengah kota Yogyakarta, jalan sugeng jeroni, pojok beteng kulon"
02-12-2021,513,300,9,6,,,Umbulharjo,SHM,2200,,4750000000,https://www.rumah123.com/properti/yogyakarta/hos9268736/,"Rumah Timoho Luas 500 Akses Jalan Bagus, KELEBIHAN LINGKUNGAN :
- Akses jalan aspal
- Mobil bisa simpangan leluasa
- Dekat Balaikota Yogyakarta Timoho
- Dekat Jalan Kusumanegara dan Jalan Timoho"
01-12-2021,105,105,3,1,,,Kraton,SHM,1300,Utara,1400000000,https://www.rumah123.com/properti/yogyakarta/hos9266291/,"DIJUAL !!!

Rumah dekat Alun- alun Kidul - Keraton Yogyakarta, Rumah Lama dengan konstruksi kuat di area pariwisata Keraton Jogja yg terkenal.
Lokasinya sangat strategis sesuai untuk berbagai macam usaha kuliner, coffee shop maupun guest house. *Hanya 30 meter dari Alun-alun Kidul
*3 menit ke obyek wisata Taman Sari dan Pasar Ngasem
*3 menit ke sentra gudeg Wijilan
*5 menit ke Kraton Jogja
*10 menit ke Malioboro"
01-12-2021,133,95,3,2,,,Kotagede,SHM,1300,,950000000,https://www.rumah123.com/properti/yogyakarta/hos9261570/,"Rumah BARU Cantik Minimalis SIAP HUNI di Kotagede Dekat XT Square
Cuma 100 meter dari Jalan Raya Utama
Magnet Kawasan:
Dekat kampus UAD Terpadu
Dekat Rumah Sakit Hidayatullah
Dekat SPBU
Dekat Pasar Kota Gede
Dekat Indomaret
Dekat Superindo
Dekat Polsek"
01-12-2021,146,90,3,2,,1,Jatimulyo,SHM,1300,Utara,1600000000,https://www.rumah123.com/properti/yogyakarta/hos9263173/,"Rumah dalam perum cocok untuk investasi, dekat ke Tugu Jogja, mall JCM, Sindu Kusuma EduPark, dan Mobil bisa simpangan.
"
01-12-2021,92,65,3,2,,1,Umbulharjo,SHM,2200,,875000000,https://www.rumah123.com/properti/yogyakarta/hos9262783/,"Rumah paling cantik dengan harga murah di pusat kota yogyakarta. Akses mudah mobil bisa masuk. Lingkungan nyaman aman bebas banjir. Skema pembayaran bisa cash dan cash bertahap. Miliki sekarang juga karena harga paling murah dan sudah rumah 2 lantai.
"
